"0hr"	"9.5hr"	"11.5hr"	"13.5hr"	"15.5hr"	"18.5hr"	"20.5hr"
"3742"	0.088	0.074	0.484	NA	0.325	0.787	0.43
"3743"	-0.364	-0.526	-0.108	-0.421	-1.09	0.53	-0.821
"3744"	-1.7	-1.046	0.027	NA	-0.351	0.943	1.221
"3745"	0.151	0.249	0.211	0.051	-0.194	-0.231	-0.914
"3746"	0.031	-0.144	-0.127	0.048	-0.08	-0.252	-0.402
"3747"	-0.475	-0.306	0.158	NA	-0.125	1.219	0.39
"3748"	-0.535	-0.594	0.305	NA	0.008	0.839	0.258
"3749"	-0.025	-0.16	0.114	0.055	-0.088	0.237	-0.001
"3750"	-2.336	-1.565	0.074	-0.503	-2.424	1.116	0.572
"3751"	-1.123	-0.213	0.307	NA	-0.509	0.968	0.564
"3752"	-0.611	-0.634	0.132	NA	-0.24	0.836	0.11
"3753"	-0.418	-0.488	-0.002	0.48	0.561	0.501	1.319
"3754"	-0.102	-0.144	-0.181	0.121	-0.467	1.296	0.761
"3755"	-0.024	0.201	0.694	0.347	0.334	1.187	1.683
"3756"	-0.578	-0.738	-0.111	0.01	-1.081	0.936	0.762
"3757"	0.012	-0.074	0.224	0.315	0.356	0.885	0.601
"3758"	-0.212	0.081	0.519	0.643	0.678	1.599	1.298
"3759"	-1.051	-0.889	0.029	-0.182	0.333	1.282	0.837
"3760"	0.015	-0.028	-0.144	-0.16	-0.242	-0.533	-0.563
"3761"	-0.185	-0.389	-0.158	-0.158	-0.218	-0.434	-0.72
"3762"	-0.126	-0.204	-0.213	-0.162	0.011	0.192	0.305
"3763"	-0.153	-0.27	-0.157	-0.134	0.217	-0.114	-0.482
"3764"	-0.522	-0.911	-0.873	-0.641	-0.549	0.893	0.37
"3765"	-0.256	0.493	-0.212	-0.163	-0.067	0.541	0.234
"3766"	0.16	0.2	0.055	-0.332	-0.216	-0.684	-1.202
"3767"	-0.615	0.423	-0.201	-0.5	-0.61	0.23	0.148
"3768"	-0.275	-0.189	0.233	0.166	0.21	0.184	-0.369
"3769"	-0.252	-0.25	0.211	-0.248	-0.281	0.332	NA
"3770"	-0.196	-0.408	0.194	-0.15	-0.174	0.124	-0.025
"3771"	-0.204	NA	-0.133	-0.256	-0.504	-0.168	-0.428
"3772"	-0.914	NA	-1.248	-0.521	-0.898	0.401	0.594
"3773"	-0.042	NA	-0.241	0.433	-0.277	-0.715	-1.164
"3774"	-0.332	-0.252	0.104	-0.324	-0.483	0.385	0.023
"3775"	0.008	-0.355	0.283	-0.018	0.15	0.655	0.002
"3776"	0.092	-0.184	0.194	0.238	0.277	0.223	-0.076
"3777"	-0.496	-0.586	-0.275	NA	0.361	0.708	1.054
"3778"	-0.07	-0.051	0.323	NA	-0.044	0.473	NA
"3779"	0.09	-0.182	-0.042	NA	0.218	0.2	0.252
"3780"	0.279	0.221	0.3	0.428	0.491	-0.999	-1.411
"3781"	-0.063	-0.089	0.175	0.371	0.442	0.394	0.41
"3782"	NA	-0.187	-0.144	0.066	-0.038	0.298	0.398
"3783"	NA	-0.477	-0.171	0.02	-0.146	0.58	0.649
"3784"	-0.092	-0.113	0.025	0.114	0.172	0.887	0.251
"3785"	-0.004	-0.285	-0.055	NA	-0.229	0.444	-0.008
"3786"	0.097	-0.133	-0.212	0.035	-0.053	0.291	-0.125
"3787"	-2.035	-1.028	0.347	0.017	-0.062	1.131	1.144
"3788"	0.295	0.113	0.036	-0.133	-0.536	-0.414	-0.405
"3789"	-0.169	-0.104	0.257	0.091	-0.536	0.03	0.242
"3790"	0.052	0.152	0.004	0.045	-0.165	0.528	-0.123
"3791"	-0.073	-0.064	-0.124	0.034	-0.196	0.138	-0.133
"3792"	0.307	0.269	0.327	0.278	0.272	-0.437	-0.828
"3793"	-0.147	0.015	0.457	0.206	0.432	0.985	0.711
"3794"	0.131	-0.063	-0.749	NA	-1.024	-0.319	-0.582
"3795"	0.04	-0.12	0.088	-0.134	-0.546	0.521	-0.013
"3796"	0.029	-0.042	-0.391	-0.241	-0.491	-0.662	-1.011
"3797"	0.051	0.026	-0.193	-0.178	-0.377	-0.075	-0.058
"3798"	-0.196	-0.271	-0.039	0.097	-0.011	0.089	0.063
"3799"	-0.129	-0.13	-0.142	0.112	-0.025	0.37	0.582
"3800"	0.21	-0.007	0.232	-0.714	-0.933	-1.669	-2.173
"3801"	-0.108	-0.338	-0.047	-0.189	-0.191	-0.111	0.145
"3802"	-0.013	0.061	0.126	-0.164	0.178	-0.054	-0.216
"3803"	-0.233	-0.165	-0.066	-0.44	-0.392	-0.172	0.043
"3804"	0.04	-0.092	-0.106	-0.587	-0.494	-1.007	-1.299
"3805"	-0.074	-0.122	0.138	0.442	0.681	0.312	0.317
"3806"	-0.161	-0.46	-0.153	-0.064	-0.056	1.197	0.893
"3807"	-0.319	-0.542	-0.014	0.049	0.24	0.47	0.725
"3808"	0.136	0.06	0.188	0.161	0.388	0.441	0.542
"3809"	0.08	-0.191	0.199	-0.687	-0.953	-1.572	-1.115
"3810"	-0.112	0.006	0.229	0.285	0.065	0.73	0.294
"3811"	-0.012	NA	0.611	0.794	0.706	1.248	1.688
"3812"	0.181	NA	-0.105	-0.05	-0.061	-0.362	-0.689
"3813"	-0.065	NA	0.295	0.379	0.404	1.015	0.375
"3814"	0.16	0.124	-0.014	0.426	0.552	1.023	0.882
"3815"	-0.463	-0.318	0.251	-0.02	0.071	0.462	0.206
"3816"	-0.412	-0.405	0.022	-0.046	-0.106	0.717	0.494
"3817"	0.118	0.089	0.281	NA	-0.282	-0.286	-0.989
"3818"	0.295	0.487	0.794	NA	0.332	-0.33	-0.551
"3819"	0.251	0.351	0.447	0.043	0.187	-0.411	-0.178
"3820"	0.101	0.363	0.805	0.26	0.265	0.049	-1.458
"3821"	-0.325	-0.099	0.314	0.194	0.319	0.756	0.572
"3822"	NA	-0.008	0.188	0.044	-0.015	0.438	-0.26
"3823"	NA	-0.091	0.085	-0.034	0.021	0.432	0.384
"3824"	NA	0.211	0.549	0.483	0.515	0.079	-0.022
"3825"	0.012	-0.556	0.219	0.076	-0.408	0.876	0.397
"3826"	-0.107	-0.028	0.031	0.37	0.595	0.861	0.433
"3827"	0.091	0.105	-0.049	0.075	0.235	0.018	0.326
"3828"	-0.019	0.108	-0.087	0.327	0.623	1.058	0.666
"3829"	-0.133	0.068	0.014	-0.097	-0.304	0.812	0.213
"3830"	-0.474	-0.208	0.18	NA	0.156	1.014	0.628
"3831"	-0.325	-0.39	0.328	0.341	0.556	1.294	1.106
"3832"	-0.15	-0.11	0.231	NA	-0.158	0.677	0.881
"3833"	0.176	-0.127	-0.259	NA	-0.376	0.709	-0.046
"3834"	-0.328	-0.541	-0.699	0.039	-0.073	3.605	3.092
"3835"	0.283	0.157	-0.046	-0.819	-1.064	-1.46	-1.078
"3836"	-0.275	-0.562	0.198	NA	-0.22	1.185	0.805
"3837"	0.222	0.136	-0.003	-0.069	0.053	-0.03	-0.483
"3838"	-0.292	0.109	0.321	0.388	0.152	0.809	0.373
"3839"	0.164	0.091	-0.535	-0.59	-0.881	-0.509	-1.268
"3840"	0.25	0.057	0.072	-0.109	0.288	0.389	0.153
"3841"	-0.445	-0.288	-0.486	-0.554	-0.216	-0.17	0.114
"3842"	-0.046	-0.159	-0.357	-0.206	-0.049	-0.405	-0.259
"3843"	0.052	-0.074	0.06	-0.5	0.038	-1.216	-1.56
"3844"	-0.288	-0.389	0.088	-0.154	0.018	0.423	0.238
"3845"	-0.541	-0.477	-0.006	-0.318	-0.336	1.761	1.433
"3846"	-0.137	-0.283	-0.314	-0.088	-0.028	-0.158	-0.305
"3847"	-0.168	-0.503	-0.559	-0.419	-0.626	-0.638	-0.851
"3848"	0.103	0.189	0.303	0.721	0.915	0.756	0.18
"3849"	-0.065	-0.166	-0.112	-0.097	-0.407	-0.571	-0.479
"3850"	0.223	0.312	0.011	0.147	0.038	-1.722	-2.511
"3851"	-0.077	NA	0.354	0.08	0.092	0.444	-0.476
"3852"	-0.452	NA	0.142	0.11	-0.162	0.675	0.141
"3853"	-0.348	NA	0.787	1.284	1.297	3.263	2.987
"3854"	-0.174	NA	-0.137	-0.03	-0.055	0.684	1.448
"3855"	-0.156	-0.22	-0.218	0.027	-0.175	-0.007	-0.231
"3856"	0.066	0.087	0.123	-0.674	-0.873	-0.535	-1.938
"3857"	-0.288	-0.361	-0.273	NA	-0.243	0.367	NA
"3858"	-0.251	-0.152	0.164	-0.317	-0.131	0.399	0.418
"3859"	-0.115	-0.08	-0.3	-0.225	-0.244	0.046	NA
"3860"	-0.53	-0.564	0.08	-0.481	-0.845	0.614	NA
"3861"	-1.583	-0.733	0.439	-0.018	0	0.847	NA
"3862"	NA	-0.282	0.157	0.021	0.229	0.114	NA
"3863"	NA	-1.25	0.11	-0.274	NA	1.093	NA
"3864"	NA	-0.176	0.126	0.055	-0.152	1.035	NA
"3865"	0.183	0.387	0.345	0.011	-0.179	-1.231	-1.183
"3866"	-0.261	-0.246	0.446	0.237	0.146	-0.524	-0.938
"3867"	-0.812	-0.566	0.235	-0.095	-0.507	1.093	0.336
"3868"	-0.009	0.143	-0.133	-0.228	-0.212	-0.739	-0.358
"3869"	0.113	0.204	0.37	0.199	0.496	0.37	-0.27
"3870"	-0.457	-0.246	0.196	-0.15	-0.707	0.452	-0.272
"3871"	0.214	0.215	0.255	-0.043	-0.198	0.029	NA
"3872"	-0.069	0.019	0.272	0.194	0.408	0.748	NA
"3873"	-0.125	-0.231	-0.278	-0.215	-0.057	0.141	0.189
"3874"	0.001	-0.025	-0.099	-0.057	0.322	0.389	0.136
"3875"	-0.03	0.164	0.111	-0.17	-0.308	0.169	-0.216
"3876"	0.42	0.384	0.043	-0.165	-0.32	-1.274	-1.33
"3877"	0.136	0.097	0.293	-0.452	-0.637	0.127	-0.612
"3878"	0.18	0.348	0.355	-0.043	-0.106	-0.414	-0.65
"3879"	-0.163	-0.176	-0.254	-0.558	-0.495	-0.696	-0.426
"3880"	0.224	0.261	0.234	-0.033	0.095	0.269	0.207
"3881"	-0.152	-0.189	-0.257	-0.166	-0.011	-0.431	-0.092
"3882"	-0.387	-0.338	-0.109	0.326	1.187	3.116	1.389
"3883"	-0.14	-0.217	-0.24	-0.509	-0.234	-2.078	-2.247
"3884"	-0.267	-0.587	0.003	NA	-0.21	0.246	0.001
"3885"	-0.354	-0.421	-0.805	-0.294	-0.414	-0.204	-0.129
"3886"	0.011	-0.126	-0.105	0.004	0.145	-0.099	-0.469
"3887"	-0.281	-0.358	0.145	0.053	-0.547	0.233	0.229
"3888"	-0.166	-0.251	0.154	0.022	-0.151	0.107	-0.077
"3889"	-0.056	0.073	0.612	0.543	0.55	0.748	NA
"3890"	-0.123	-0.303	0.055	-0.211	-0.292	0.186	0.236
"3891"	-0.252	-0.127	0.05	-0.173	-0.13	0.18	-0.844
"3892"	0.152	0.109	-0.02	-0.172	-0.063	0.14	0.012
"3893"	0.038	NA	0.716	0.025	0.034	-0.202	-0.606
"3894"	-0.034	NA	0.121	-0.174	-0.039	0.225	NA
"3895"	0.096	-0.045	0.259	0.223	0.913	0.218	NA
"3896"	-0.35	-0.638	0.374	-0.058	-0.042	0.563	NA
"3897"	0.011	-0.064	0.225	NA	-0.027	0.399	NA
"3898"	0.039	-0.14	0.162	NA	-0.105	-0.056	NA
"3899"	-0.475	-0.269	0.473	0.087	0.114	0.756	NA
"3900"	0.106	0.056	-0.226	0.008	0.033	-0.184	NA
"3901"	-0.344	-0.455	0.134	NA	-0.403	0.686	NA
"3902"	NA	0.064	-0.047	0.189	NA	0.359	NA
"3903"	NA	-0.653	0.275	0.155	NA	0.865	NA
"3904"	NA	-0.254	0.128	0.14	0.347	0.5	NA
"3905"	0.108	-0.335	0.072	0.096	-0.034	0.783	NA
"3906"	-0.021	-0.2	0.147	0.019	0.159	0.496	NA
"3907"	-1.486	-0.203	0.62	-0.085	-0.181	0.953	NA
"3908"	0.069	0.02	-0.245	-0.059	-0.135	-0.625	NA
"3909"	0.063	-0.192	-0.078	0.033	0.052	0.411	-0.083
"3910"	-0.178	-0.031	0.341	0.25	0.619	0.882	NA
"3911"	0.204	0.066	0.069	-0.076	-0.066	-0.481	-0.654
"3912"	0.155	-0.059	-0.852	-0.955	-1.063	-1.12	-1.205
"3913"	0.263	0.219	0.033	-0.492	-0.095	-0.92	-1.703
"3914"	-0.115	-0.366	-0.317	0.036	0.331	0.472	0.087
"3915"	-0.026	-0.067	0.158	0.124	0.366	0.716	0.304
"3916"	-0.334	-0.372	-0.568	-0.442	-0.098	0.463	-0.128
"3917"	0.177	0.428	0.209	0.131	-0.188	-0.136	-0.507
"3918"	0.52	0.422	0.532	0.402	0.836	0.123	-0.168
"3919"	-0.418	-0.293	-0.223	-0.067	-0.374	0.056	0.281
"3920"	0.322	0.445	0.352	-0.317	-0.045	0.26	0.224
"3921"	-0.148	-0.257	-0.145	-0.252	-0.072	0.306	-0.06
"3922"	-0.264	-0.518	-0.69	-0.678	-0.885	-0.434	-0.35
"3923"	-0.126	-0.216	-0.39	-0.148	-0.066	0.845	0.561
"3924"	-0.048	-0.037	-0.193	-0.156	0.042	-0.091	-0.815
"3925"	-0.313	-0.466	-0.186	-0.133	-0.145	-0.226	-0.201
"3926"	-0.059	-0.036	-0.439	-0.237	-0.076	-1.06	-1.171
"3927"	0.34	0.023	-0.337	-0.743	-1.022	-2.307	-2.573
"3928"	-0.028	-0.138	-0.326	-0.184	-0.537	-0.695	-0.325
"3929"	-0.341	-0.349	-0.06	-0.088	-0.397	0.554	1.982
"3930"	-0.035	-0.324	-0.192	-0.293	-0.366	0.209	NA
"3931"	-0.102	-0.151	-0.109	-0.281	-0.259	0.641	0.603
"3932"	0.165	0.064	0.299	-0.065	0.262	0.427	0.402
"3933"	-0.354	-0.313	-0.319	-0.001	-0.011	1.441	0.921
"3934"	-0.144	NA	-0.141	-0.402	-0.613	-1.066	NA
"3935"	-0.145	NA	-0.155	-0.119	-0.205	-0.076	NA
"3936"	-0.294	-0.383	-0.088	0.194	0.303	0.728	NA
"3937"	-0.089	-0.04	-0.253	-0.086	-0.177	-0.297	NA
"3938"	-0.027	0.218	0.253	0.489	0.968	0.905	NA
"3939"	-0.482	-0.058	-0.396	-0.392	-0.052	0.38	NA
"3940"	0.123	-0.092	0.126	0.201	0.043	-0.514	NA
"3941"	-0.012	-0.04	-0.558	-0.242	-0.283	-0.226	-0.165
"3942"	-0.107	-0.144	-0.606	-0.232	-0.305	0.898	0.611
"3943"	0.075	-0.103	-0.021	-0.194	NA	-0.401	-1.219
"3944"	-0.047	-0.26	-0.107	-0.115	NA	-0.212	-0.22
"3945"	-0.342	-0.434	-0.531	-0.231	0.15	0.034	-0.25
"3946"	0.171	0.081	-0.183	-0.203	0.049	-0.51	-1.005
"3947"	0.102	-0.187	-0.399	-0.375	-0.5	-0.418	-0.854
"3948"	-0.583	-0.657	0.012	-0.04	-0.318	0.735	0.172
"3949"	-0.428	-0.085	0.401	0.065	0.281	0.701	-0.313
"3950"	-0.92	-0.526	0.354	-0.007	2.573	3.914	2.318
"3951"	-0.303	-0.617	0.251	-0.289	-0.208	0.949	0.184
"3952"	-0.177	-0.182	0.074	0.056	0.412	0.825	0.626
"3953"	-0.367	-0.358	0.243	-0.309	-0.299	-0.051	-0.206
"3954"	0.075	-0.004	-0.07	0.209	0.27	0.649	0.505
"3955"	-0.252	-0.159	0.339	0.073	0.265	0.386	0.086
"3956"	-1.818	-1.207	0.08	-0.632	-0.462	0.683	0.689
"3957"	-0.272	-0.421	-0.253	-0.609	-0.84	0.567	0.141
"3958"	0.316	0.227	0.054	0.052	0.272	0.303	NA
"3959"	-0.159	-0.403	0.015	0.052	0.183	1.211	0.823
"3960"	-0.662	-0.303	0.272	-0.049	0.37	1.239	0.74
"3961"	-0.605	-0.582	-0.211	0.049	-0.227	0.517	0.106
"3962"	-0.3	-0.514	-0.584	-0.074	-0.154	0.024	-0.304
"3963"	-0.204	-0.366	-0.255	-0.241	-0.056	-0.269	-0.99
"3964"	-0.043	-0.443	-0.562	-0.357	-0.57	-0.829	-0.734
"3965"	-0.728	-0.635	-0.234	-0.333	-0.638	0.405	0.087
"3966"	-0.784	-0.306	-0.185	-0.425	-0.353	0.453	0.567
"3967"	-1.113	-0.039	0.008	-0.494	-0.465	0.546	0.631
"3968"	-0.58	-0.563	0.726	-0.273	-0.092	0.319	0.538
"3969"	0.124	0.023	-0.013	-0.105	0.032	0.426	-0.409
"3970"	-0.151	-0.309	0.011	-0.041	0.195	0.408	NA
"3971"	-0.01	-0.034	-0.204	0.058	0.332	-0.087	NA
"3972"	-0.524	-0.683	-0.691	-0.396	-0.754	0.623	NA
"3973"	0.078	-0.123	0.062	-0.161	0.113	0.205	NA
"3974"	-0.367	NA	0.071	-0.267	-0.26	0.014	NA
"3975"	0.026	NA	-0.213	-0.27	-0.239	-0.197	NA
"3976"	-0.809	NA	-1.197	-0.611	-0.659	0.403	NA
"3977"	-0.027	0.042	-0.149	-0.2	0.048	-0.13	NA
"3978"	-0.192	-0.207	0.286	0.221	0.276	1.433	NA
"3979"	0.037	-0.004	0.167	-0.788	-0.141	-0.599	NA
"3980"	-0.536	-0.922	0.22	-0.169	-0.063	0.542	0.146
"3981"	-0.011	-0.042	-0.228	-0.63	-0.529	-1.121	-1.179
"3982"	0.236	0.233	0.689	0.637	0.702	0.379	-0.193
"3983"	-0.092	-0.156	-0.155	-0.031	NA	0.319	0.089
"3984"	0.016	-0.259	-1.199	-0.777	NA	-0.143	-0.195
"3985"	-0.1	-0.019	0.114	0.111	NA	0.433	0.019
"3986"	-0.079	0.064	0.457	0.338	0.189	0.559	0.215
"3987"	0.089	0.195	0.389	0.026	0.661	0.048	-0.599
"3988"	0.165	0.151	0.018	-0.024	-0.046	-0.369	-0.652
"3989"	0.238	0.361	0.541	0.27	0.015	-0.093	-0.325
"3990"	0.252	0.082	-0.298	-0.107	-0.162	-1.088	-1.487
"3991"	0.069	0.119	-0.19	-0.025	0.106	1.103	0.59
"3992"	-0.01	0.023	-0.256	-0.267	-0.044	0.717	0.532
"3993"	0.022	-0.282	-0.363	0.085	-0.728	-1.795	NA
"3994"	-0.229	-0.185	-0.155	-0.039	0.207	1.489	1.299
"3995"	-0.32	-0.45	-0.005	0.483	0.889	1.817	1.886
"3996"	-0.007	0.225	0.218	0.564	0.593	0.922	0.174
"3997"	-0.37	-0.38	-0.073	-0.567	-0.867	0.947	0.705
"3998"	-0.505	-0.531	-0.035	-0.207	-1.249	1.096	0.511
"3999"	0.029	-0.108	-0.078	-0.885	-0.771	-1.745	-1.956
"4000"	0.246	0.145	0.141	0.011	0.276	0.466	-0.294
"4001"	-0.357	-0.302	-0.198	0.03	-0.26	0.187	-0.103
"4002"	-0.03	-0.039	-0.113	0.032	-0.22	-0.111	-0.281
"4003"	0.081	0.098	-0.338	-0.169	0.015	-1.043	-0.114
"4004"	-0.245	-0.089	-0.207	0.134	0.214	0.59	0.794
"4005"	-0.321	-0.381	-0.523	-0.205	-0.268	-0.074	-0.454
"4006"	0.153	-0.001	0.092	-0.569	-0.449	-1.263	-2.066
"4007"	-0.208	-0.624	-0.264	-0.446	-0.084	-0.102	-0.491
"4008"	-0.529	-0.266	0.049	-0.155	0.608	1.138	0.461
"4009"	0.102	-0.041	-0.25	-0.243	0.155	-0.336	-0.649
"4010"	-0.091	-0.186	-0.073	-0.176	-0.112	0.234	0.175
"4011"	-0.339	-0.428	-0.108	0.111	0.345	1.872	NA
"4012"	-0.197	-0.158	0.263	0.399	0.761	0.728	NA
"4013"	-0.034	-0.156	-0.252	-0.522	-0.21	-0.211	NA
"4014"	0.121	NA	-0.155	-0.479	-0.497	0.694	NA
"4015"	-0.142	NA	-0.028	-0.456	-0.197	0.241	NA
"4016"	-0.24	NA	-0.202	-0.286	0.022	0.501	NA
"4017"	-0.143	NA	-1.359	-1.302	-1.329	-1.382	-2.783
"4018"	0.005	NA	0.251	0.339	0.672	-0.246	-0.881
"4019"	0.138	-0.012	-0.168	-0.648	-0.751	-0.97	-1.129
"4020"	0.027	0.157	-0.033	-0.335	-0.434	-0.157	-0.704
"4021"	-0.203	-0.037	-0.222	-0.176	0.045	-0.461	-0.385
"4022"	0.001	-0.301	-0.052	-0.199	0.135	0.149	-0.538
"4023"	-0.404	-0.478	-0.477	-0.314	0.693	0.874	0.075
"4024"	-0.078	-0.015	-0.325	-0.252	NA	-0.522	-0.238
"4025"	-0.06	0.253	-0.14	0.13	NA	-0.184	-0.163
"4026"	0.007	-0.041	-0.428	-0.078	NA	-0.921	-0.375
"4027"	0.028	0.052	-0.225	-0.186	NA	-0.562	-0.226
"4028"	-0.098	0.192	0.383	-0.108	NA	0.401	0.498
"4029"	-1.067	-0.535	-0.129	-0.43	0.095	0.601	0.146
"4030"	-0.365	0.196	0.286	0.148	NA	1.649	1.389
"4031"	-0.983	-0.315	0.065	-0.281	NA	1.654	0.884
"4032"	-0.215	-0.129	-0.158	-0.097	NA	-0.137	0.117
"4033"	0.209	0.297	-0.171	-0.032	NA	-0.613	-0.306
"4034"	0.124	0.406	-0.075	0.145	NA	-0.487	-0.482
"4035"	0.019	-0.388	-0.349	-0.729	-0.782	-2	-1.624
"4036"	-0.068	-0.215	-0.206	-0.151	-0.164	-0.292	-1.177
"4037"	0.321	0.232	-0.296	0.198	0.272	0.749	0.866
"4038"	0.214	0.023	-0.162	-0.277	-0.244	-0.763	-1.006
"4039"	-0.037	0.124	-0.156	-0.034	-0.167	-0.099	0.478
"4040"	-0.076	0.273	0.491	0.484	0.928	1.481	1.096
"4041"	0.086	-0.183	-0.325	-0.315	-0.063	0.154	-0.313
"4042"	-0.272	-0.232	0.018	0.011	0.062	0.133	-0.135
"4043"	0.064	-0.259	-0.342	-0.085	-0.191	-0.792	-1.118
"4044"	0.007	-0.205	-0.515	-0.476	-0.515	-1.812	-1.779
"4045"	-0.063	0.101	0.643	1.207	1.723	2.306	2.145
"4046"	0.112	-0.011	-0.117	0.006	0.186	-0.358	-0.678
"4047"	-0.176	-0.431	-0.513	-0.403	-0.424	-0.378	0.044
"4048"	0.025	-0.332	-0.162	-0.09	-0.162	-0.384	-0.492
"4049"	-0.358	-0.646	-0.058	-0.449	-1.412	0.543	0.032
"4050"	-0.329	-0.026	0.107	0.607	1.401	3.067	1.771
"4051"	-0.778	-0.777	-0.151	-0.358	-0.367	0.595	0.358
"4052"	-0.254	-0.317	-0.101	0.085	0.442	0.995	0.599
"4053"	-0.579	-0.876	-0.172	-0.479	0.085	0.418	NA
"4054"	-0.206	NA	-0.099	-0.436	-0.481	0.059	NA
"4055"	-0.144	NA	0.279	0.013	0.307	0.282	NA
"4056"	-0.276	NA	-0.219	-0.185	-0.421	-0.074	-0.036
"4057"	-0.744	NA	0.288	0	0.806	0.933	0.893
"4058"	-0.04	NA	0.403	-0.283	-0.557	-0.141	-0.726
"4059"	-0.524	-0.653	-0.512	-0.307	-0.011	-0.01	-0.057
"4060"	-0.179	-0.02	-0.209	-0.173	0.039	-0.328	-0.386
"4061"	-0.375	-0.335	-0.15	0.05	0.058	0.775	-0.091
"4062"	-0.175	0.028	-0.127	-0.014	0.456	0.638	NA
"4063"	-0.231	-0.276	0.076	-0.334	-0.216	0.145	NA
"4064"	0.115	0.154	-0.279	-0.14	NA	0.636	NA
"4065"	-0.376	-0.347	-0.369	-0.208	NA	-0.546	NA
"4066"	-0.177	0.011	-0.096	0.063	NA	1.353	0.609
"4067"	0.064	-0.022	0.095	-0.12	NA	-0.742	-0.489
"4068"	-0.256	-0.035	-0.17	0.201	NA	0.32	-0.412
"4069"	0.07	-0.02	-0.091	0.432	0.802	0.756	0.225
"4070"	-0.106	-0.352	-0.226	-0.587	NA	-2.075	-2.148
"4071"	-0.031	-0.115	0.18	0.109	0.209	1.331	0.778
"4072"	0.103	0.235	-0.335	-0.207	-0.317	0.33	0.097
"4073"	-0.027	0.168	0.174	1.023	0.445	1.302	1.141
"4074"	-0.156	0.003	0.708	-0.256	-0.127	0.529	0.065
"4075"	-0.298	-0.416	-0.112	-0.103	NA	0.151	0.103
"4076"	0.076	0.094	-0.139	0.003	NA	-0.085	0.642
"4077"	0.131	-0.008	0.089	0.014	NA	0.303	-0.162
"4078"	-0.11	-0.141	-0.035	0.107	NA	0.462	0.467
"4079"	0.032	0.186	0.568	0.494	NA	1.224	0.539
"4080"	-0.433	-0.367	-0.301	-0.285	NA	0.267	0.18
"4081"	-0.381	-0.311	-0.183	-0.345	-0.266	0.102	0.111
"4082"	-0.181	-0.178	-0.266	-0.121	-0.174	-1.324	-0.73
"4083"	-0.138	-0.202	-0.164	-0.01	-0.102	-0.433	0.183
"4084"	-0.154	-0.196	-0.164	0.317	0.25	-0.748	-0.915
"4085"	0.026	-0.106	-0.208	0.112	-0.068	-0.26	-0.216
"4086"	-0.019	0.077	-0.384	-0.169	-0.122	-0.415	-0.67
"4087"	-0.184	-0.116	0.058	0.265	0.312	0.698	0.316
"4088"	0.19	-0.094	-0.072	-0.7	-0.487	-2.104	-2.013
"4089"	-0.109	-0.325	0.239	-0.153	-0.46	0.307	0.507
"4090"	0.072	0.221	0.601	0.793	1.264	0.525	0.271
"4091"	0.25	0.334	0.869	0.858	1.02	0.443	0.309
"4092"	0.019	0.106	0.608	0.469	0.847	0.99	0.997
"4093"	-0.19	-0.264	-0.148	-0.298	-0.068	0.185	0.374
"4094"	0.238	NA	0.203	-0.357	-0.376	-0.606	NA
"4095"	-0.336	NA	-0.29	-0.344	-0.183	0.457	0.439
"4096"	-0.296	NA	0.003	-0.391	-0.272	0.337	-0.078
"4097"	0.102	NA	0.016	-0.192	0.254	-0.063	-0.537
"4098"	-0.539	NA	0.214	-0.189	0.49	0.85	0.722
"4099"	0.054	0.578	0.093	0.094	0.304	-0.083	-0.239
"4100"	-0.07	0.211	0.063	-0.171	0.212	-0.156	-0.536
"4101"	-0.001	0.296	0.177	0.743	1.541	2.75	1.653
"4102"	-0.217	-0.088	0.181	-0.145	-0.368	0.334	-0.111
"4103"	-0.461	-0.093	0.189	-0.018	0.285	1.504	1.193
"4104"	0.006	0.222	0.45	0.555	NA	2.339	2.498
"4105"	0.111	0.25	0.028	0.661	NA	1.937	1.859
"4106"	0.199	0.395	0.146	0.357	NA	-0.41	-1.282
"4107"	0.029	0.141	-0.072	-0.133	NA	-0.343	-0.289
"4108"	-0.276	-0.036	0.335	0.373	NA	0.922	0.776
"4109"	-0.157	-0.122	0.341	0.443	1.076	1.065	0.512
"4110"	0.193	0.169	0.249	-0.522	-0.417	-0.332	-1.101
"4111"	-0.034	0.087	0.322	0.212	0.222	0.243	-0.333
"4112"	0.169	0.311	0.303	0.023	-0.252	-0.089	0.105
"4113"	0.048	0.15	-0.085	0.169	0.239	-0.209	-0.764
"4114"	0.019	-0.076	-0.236	-0.459	-0.737	-0.907	-0.789
"4115"	-0.116	0.025	-0.353	0.159	-0.032	0.415	-0.079
"4116"	0.172	0.295	0.075	0.371	0.312	0.352	-0.137
"4117"	-0.673	-0.495	-0.223	-0.291	-1.76	0.665	-0.077
"4118"	-0.027	-0.015	-0.035	0.223	0.054	1.005	0.34
"4119"	-0.046	-0.237	-0.34	0.027	-0.18	0.304	-0.207
"4120"	-0.065	0.145	-0.196	-0.203	-0.307	-0.407	-0.103
"4121"	-0.266	-0.372	-0.105	-0.089	0.134	0.948	0.65
"4122"	-0.328	-0.382	-0.138	-0.319	-0.306	0.073	0.409
"4123"	-0.008	-0.119	-0.217	-0.083	0.339	0.18	0.626
"4124"	0.019	-0.09	-0.287	-0.186	-0.147	-0.221	-0.386
"4125"	0.02	0.041	0.206	0.095	-0.005	-1.35	-0.876
"4126"	-0.046	-0.091	-0.173	-0.295	-0.142	-0.633	-0.492
